user_id,username,location,age,gender,preferences
1730,Wanderlusttrokker,Kuwait City,,,"short staffed, she went from table to table checking for what i have no idea., dining experience, the proprietor was around., food, india, i didn’t feel like taking pictures., ac, service, management, organizational problems, dinner, onam"
1731,Prime121202,"Lisbon, Lisbon District, Central Portugal",,,"fruit salad, staff, kuwait, middle east, attire, sambhar, sada dosa, coconut chutney, ambience, salmiya branch, salmiya, attitude, hygiene level in the restrooms are disgusting and all over flowing., service, dishes, decor"
1732,194hussamr,,,,"treatment, happy meal, order, i apologize, they apologize, i call them, delivery, i call them back, costumers, late morning, early morning, they say its on the way!, late night, happy company"
1733,709jenv,,,,"staff, the food is undeniably great, restaurant, staffs, and the service is exceptional., family-oriented diners, manager, management, friendly staffs, attitude and attentiveness, family-oriented dining"
1734,Abbas_fe,,,,"chicken, ruby tuesday at salmiya has nice atmosphere and amazing food menu., pasta"
1735,maelmihi,Kuwait City,,,"kids, family, restaurant location, food, chicken, dessert, steak, service, ribs"
1736,LotteDosch,,,,"nostalgia, i mean, sandwich, bussin bussin iykyk yk what i mean like when it came i felt so excited to try that good stuff, entertainment city, nostalgia from entertainment city you feel me?, box, bussin, i felt like i could do anything i wanted to do."
1737,604fadia,Kuwait City,,,"emile barakat, good food"
1738,BN999999,,,,"emile barakat, kuwait, genuine hospitality, heritage, abu emile, kuwaiti, abu edmond, good food"
1739,alihusaini2023,Kuwait City,,,"emile barakat, genuine hospitality, abu emile, kuwaiti, abu edmond, good food"
1740,pauljohnp781,,,,"offers a palette-pleasing mix of oriental and international cuisine, open buffet for breakfast, open buffet"
1741,51590lilian,,,,"offers a palette-pleasing mix of oriental and international cuisine, the tower, and dinner with seasonal menus, a reservation is recommended."
1742,bobader,Kuwait City,,,"a reservation is recommended., offers a palette-pleasing mix of oriental and international cuisine"
1743,TAREQ_SLR,Kuwait City,,,"offers a palette-pleasing mix of oriental and international cuisine, and dinner with seasonal menus, a reservation is recommended."
1744,ShamirAAA,Kuwait City,,,"offers a palette-pleasing mix of oriental and international cuisine, a reservation is recommended."
1745,janeeta2022,,,,"indian cuisine, indian fusion, indian flavors, the result is an exquisite creation that is sure to delight all your senses., india, soul and spice"
1746,359jerinj,,,,"indian cuisine, indian fusion, indian flavors, indian spices, india"
1747,Vacationer343846,,,,"indian cuisine, indian flavors"
1748,salimaR4993LI,,,,"indian cuisine, indian fusion, indian flavors, the result is an exquisite creation that is sure to delight all your senses., soul & spice, indian spices, contemporary modern indian cuisine"
1749,290srinivasb,,,,"indian cuisine, indian flavors, spices, the result is an exquisite creation that is sure to delight all your senses., soul & spice, indian spices, india, soul and spice"
1750,Irnbru,"Sydney, New South Wales",,,"relaxed.... will we return?, chicken shawarma, servitude, yup, drooling chicken, byo, pinenuts, taboulie, lipsmackingly good, warm welcome, gentlemans, salways garden, lamb, flavors, drool, falafel, for sure!, chicken, chick shawarma, families"
1751,chadiah783,,,,"family and friends lunches, lunches, a good place always attracts you and invites you to return with no hesitation., warm hospitality, incomparable garden, friendly staff, salwa’s garden, salwa‏s garden"
1752,Caz134,"Hurstville, Greater Sydney, New South Wales",,,"the gardens are lovely, lamb mansaf, two, smell, fattoush, service was excellent, and go back a surprisingly long way from the road., incense, food, uber eats, salwas, valentines, drinks are byo, we’ll definitely be back., quality of life"
1753,stredhead,,,,"staff, plants, wait staff, lifestyle, therapeutic, owners, lebanese, lilliputum, sharing, a wonderful experience., and glad i decided to come back here, belonging, peaceful, ceremonies, trainee mode, even though we live four hours away., all our meals were 5 stars., garden, cooling, celebrations, plate, the food was delicious, appetite, staff was professional and attentive., family, i was very happy with the whole evening, plates, back garden, the food was festive, lights, middle eastern, light, cake, relaxing, platter, byo wine, the atmosphere was festive, lebanese food, water misters, grass, birthday"
1754,LovelyIndiaHyd,"Melbourne, Victoria",,,"a must go to event, a must go, spicy, grill chicken, a must go to place in area, food, quality, service, awareness"
1755,256rafn,"Melbourne, Victoria",,,"flavors, the staff were efficient and wonderful will go again when i have time., spices"
1756,Rozanika,"Kuala Lumpur, Wilayah Persekutuan",,,"food, lunch, prayer room, melbourne"
1757,553jayakrishnank,,,,"traditional pakistani food, india, curries, curry"
1758,spiz44,"Melbourne, Victoria",,,"mixed, right?, spicy, spicy sunday meal, mixed grill"
1759,Mobile00043991607,,,,"diners, salwadine, experience was really pathetic., table, and we saw people who came after us were given table., dinner"
1760,JojijosephTDPA,"Kochi (Cochin), Ernakulam District, Kerala",,,"friends, veg, aloo, spices, biriyani, pathiri, family, veggie, mutton, food, appam, chicken, dining out, flavors, service, palak, quality of life, malabari style"
1761,irina_kahlon,"New Delhi, National Capital Territory of Delhi",,,"satisfaction, mutton pepper dry fry, fish molly, salwa, parottas and appams, appams, food, appam, india"
1762,Karthik_VJ,"Thiruvananthapuram (Trivandrum), Thiruvananthapuram District, Kerala",,,"a good time, a nice place, decent food, decent ambience, will have to step up if it stays in the game as more restaurants are coming up., malabar dishes, arabian food, kerala, the place is neat, malabar"
1763,sreekesk,,,,"food, hygeinic area, biriyani"
1764,EgyptSarah,Phnom Penh,,,"warm hospitality, salwa, bursyanis, traditional flavors and warm hospitality."""
1765,katielonergan22,,,,warm hospitality
1766,B8151FWannaf,,,,"""celebratory flavors, spicy curries, warm hospitality, premium ingredients, traditional flavors and warm hospitality."""
1767,Kashif525,,,,"""celebratory flavors, bursyanis, warm hospitality, india, indian, premium ingredients, traditional flavors and warm hospitality."""
1768,jeffdittenber,"Edmond, Oklahoma",,,"spicy curries, ""celebratory flavors, salwa, man o salwa, warm hospitality, bursyanis, premium ingredients, traditional flavors and warm hospitality."""
1769,Nabz123456,Doha,,,"huda, huda restaurant, grill"
1770,omar_rankoussi,Doha,,,"lebanese food, lebanon, mezze, traditional lebanese dining"
1771,srachid84,Doha,,,"huda, home-cooked style cuisine, doha, lebanese food, lebanon, traditional lebanese dining"
1772,Edin124,,,,"huda, huda restaurant, home-cooked style cuisine, mezze, contemporary setting"
1773,461eliash,Doha,,,
1774,SOQ2010,Massachusetts,,,"subcontinent cuisine, open by chance, food is good they cater to pakistanis and indians mostly.their telephone goes on answering machine and they never respond..., food, chicken qeema, kebobs, kabobs"
1775,mohamads915,,,,"restaurants, poor management, unprofessional behavior, i called and i was told they were open., lifestyle, management"
1776,sudeep1212,,,,"poor decoration, hours on google, poor management, hours on google are inaccurate., they close and open when they wish to.. tried about 5-10 times to eat but in vain.."
1777,freejava2,"Providence, Rhode Island",,,"appetite, japanese, location, food, mediterranean, service, confusion, awareness, quality of life"
1778,mianu650,,,,"laam biryani, pakistan, family place"
1779,OnAir18876174063,,,,"staff, chicken curry, chicken, food, berlin, quality"
1780,401muhammedy,,,,"halal foods top top food essen thx for your good food, essen, family full time chill this place children also very happy this place and also the tast is very very top 😀 very nyc top"
1781,melodyg980,,,,"excelent service and very tasty food., thank you!, super recommended!, prices are also very reasonable."
1782,359baltazarr,"Mexico City, Central Mexico and Gulf Coast",,,"tabule, comida arabe tradicional, falafel, comida de arabe, hummus, shawarmas, kibbe, mohammara, baba ganoush, hojas de parra y mas"
1783,Extraordinary457286,,,,"spices, a m a z i n g, london, food, flavours"
1784,Sajidkhannn123,,,,"edgware road, fresh naan, lamb karahi, edgware rd, hygienic, cost, ewing road, food, the food had delicious aroma and was all freshly made., edgware grd, edgware, quality, biryani"
1785,AntoSavarirajan,"Hyderabad, Hyderabad District, Telangana",,,"all the dishes we ordered were good., none, costume, quality, pros:none, size, outcomes, dont expect a great culinary experience but good value for money????i would defn go again????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????\ã invol± aven��  susceptisassociated forced bypassabled"
1786,idrus2015,"Kuala Lumpur, Wilayah Persekutuan",,,"paddington flat, ordered briyani lamb and chicken and it was  a great dinner however the pakora (vegetable fritters) was so spicy that i had to pack it back., paddington, not an  imposing restaurant as it was actually the size of a cafe., double decker, pakistani restaurant, payment, halal, takeaways, real economic management, finally found it tucked in a  corner off edgware road."
1787,yasirs681,,,,"chakky, eating at a restaurant, i wish if i could not give any star to anyone, rubbish food, prices, rude staff and costly staff, yakky, poisoned yakky"
1788,linilynn,"Kuala Lumpur, Wilayah Persekutuan",,,"seaport, odds ratio, large prawn, sea view, tumeric sauce, price is very subjective., prawn, prawns, sea breeze, mee udang gravy lost to other neighbouring stalls as it tasted like mee jawa & the prawn broth is normal., cleanliness is not that great if you are particular about cleanliness., mee udang, parking during peak hours is limited so plan your visit wisely., fried prawns, variety"
1789,puterah,,,,"taste and price, experience, perception, a plate of crabs is rm40, a plate of prawn mee is rm20, prawn mee, satisfaction, the waitress said ""no menu book/card"", review, food, we wait for 45minutes to get our meals., she said all the menu items were on the menu., environment not so good eventhough beach just aside, prices, 27pax, penang island, fried rice, a crab mee plate is rm35, location, flavours, ""no card"""
1790,253netram,,,,"japan, japanese meal, relaxation"
1791,517zayeda,,,,"japanese meal, relaxation, japan"
1792,hamadaX9668BM,,,,maki bahrain
1793,adamvV9651TZ,,,,
1794,ahmedhM4696FC,,,,"japanese meal, japan, maki bahrain"
1795,sultank613,,,,"clay brings you an exceptional culinary experience, exceptional food, elements, fresh ingredients are delivered via intricate techniques and nuanced flavor., fusion, exceptional service"
1796,114amalw,,,,"fresh ingredients are delivered via intricate techniques and nuanced flavor., exceptional food, exceptional service, elements"
1797,alanoudghazzawi,"Estoril, Cascais, Lisbon District, Central Portugal",,,"exceptional food, elements, fresh ingredients are delivered via intricate techniques and nuanced flavor., fusion, exceptional service"
1798,N310TNabdulaziza,,,,elements
1799,lmvillara,Madrid,,,"clay brings you an exceptional culinary experience, food inspired by the elements, exceptional food, peru, elements, fresh ingredients are delivered via intricate techniques and nuanced flavor., fusion, exceptional service, clay is serving dishes inspired by nikkei cuisine."
1800,SidandDoris,,,,
1801,JXF,,,,"bahrain bay, buffet, weekend brunch, four seasons bahrain bay"
1802,Dmai7,,,,"buffet, weekend brunch, four seasons bahrain bay"
1803,Boarding_gate123,"Helsinki, Uusimaa",,,"bahrain bay, four seasons bahrain bay"
1804,KevMW309,"Moratuwa, Western Province",,,"bahrain bay, buffet"
1805,Mdiab1234,"Dubai, Emirate of Dubai",,,"great ambience, super friendly staff❤️ the traditional greek dance performed by the waiters is really nice and they are smashing plates!, greek food"
1806,Sherpa33375857710,,,,"georgio was the life and soul of the party., all the food was excellent and the staff did a great job., the atmosphere was great fun."
1807,mariorG8479RY,"Dammam, Eastern Province",,,"opa brunch, will not come back here again., table, bar, drinks, sun, djana the manager asking us we could not sit on the bar even though the bar tender was already serving us., shadow, 2024, march 8, djana, 35 bd"
